266,21365,1882,Available,Coordinator
267,21365,1513,Available,Coordinator
268,21365,1958,Available,Coordinator
269,21365,1941,Available,Coordinator
270,19307,1956,Available,Coordinator
271,21523,1726,Preferred,Coordinator
272,19307,1950,Available,Coordinator
273,13831,1393,Preferred,Manager
274,2003,1733,Available,Manager
275,21338,1797,Preferred,Coordinator
276,22221,1789,Preferred,Coordinator
277,12025,1955,Available,Coordinator
278,14575,1641,Preferred,Manager
279,16320,1843,Available,Coordinator
280,16320,1393,Available,Coordinator
281,1041,1935,Available,Manager
282,1041,1773,Available,Manager
283,1041,1934,Available,Manager
284,1041,1774,Available,Manager
285,1041,1750,Available,Manager
286,1041,1931,Available,Manager
287,1041,1958,Available,Manager
288,22286,1940,Preferred,Coordinator
289,19307,1951,Available,Coordinator
290,21523,1727,Preferred,Coordinator
291,12025,1956,Available,Coordinator
292,14699,1733,Available,Coordinator
293,12025,1951,Available,Coordinator
294,12025,1950,Available,Coordinator
295,13188,1937,Available,Coordinator
296,22286,1878,Available,Coordinator
297,22286,1959,Available,Coordinator
298,19961,1967,Available,Coordinator
299,14197,1853,Available,Coordinator
300,14197,1871,Preferred,Coordinator
301,19469,1393,Available,Coordinator
302,3560,1750,Preferred,Manager
303,1291,1773,Available,Manager
304,16109,1940,Available,Coordinator
305,16109,1878,Preferred,Coordinator
306,6530,1836,Available,Manager
307,6530,1855,Available,Manager
308,8662,1771,Available,Manager
309,8662,1963,Available,Manager
310,14534,2043,Available,Coordinator
311,12871,1882,Preferred,Manager
312,12871,1937,Available,Manager
313,16275,1699,Preferred,Coordinator
314,16275,1759,Available,Coordinator
315,12948,1744,Preferred,Manager
316,14087,1537,Preferred,Coordinator
317,14588,1993,Preferred,Coordinator
318,3216,1773,Available,Manager
319,23062,1593,Available,Coordinator
320,23062,1968,Available,Coordinator
321,19307,1724,Available,Manager
322,22310,1804,Available,Coordinator
323,22310,1745,Available,Coordinator
324,17759,1806,Available,\N
325,12025,1768,Available,Coordinator
326,6349,1810,Available,Coordinator
327,16142,1395,Preferred,Coordinator
328,16142,1889,Preferred,Coordinator
329,22145,1929,Available,Coordinator
330,19615,1858,Available,Coordinator
331,20259,1990,Preferred,Coordinator
332,12025,2009,Preferred,Coordinator
333,20883,1932,Preferred,Coordinator
334,19307,1727,Available,Manager
335,19307,1728,Available,Manager
336,19307,1729,Available,Manager
337,19307,1805,Available,Manager
338,13084,1641,Preferred,Coordinator
339,17759,2032,Preferred,Coordinator
340,12871,1883,Preferred,Manager
341,6349,2025,Available,Coordinator
342,14534,2033,Available,Manager
343,14197,1983,Available,Manager
344,9701,1969,Available,Coordinator
345,9701,1929,Available,Manager
346,20259,1992,Available,Coordinator
347,20259,1827,Available,Coordinator
348,20259,1909,Available,Coordinator
349,19022,1992,Preferred,Coordinator
350,19022,1827,Preferred,Coordinator
351,19022,2022,Preferred,Coordinator
352,19022,1990,Preferred,Coordinator
353,8099,1952,Available,Coordinator
354,6468,1993,Preferred,Manager
355,11469,1944,Available,Coordinator
356,11469,2022,Available,Manager
357,3260,1625,Preferred,Manager
358,3260,1810,Available,Manager
359,22094,1946,Preferred,Coordinator
360,386,1642,Available,Coordinator
361,10443,1625,Available,Coordinator
362,10443,1642,Available,Coordinator
363,2611,1992,Available,Manager
364,2611,1997,Available,Coordinator
365,2003,1734,Available,Coordinator
366,21326,1734,Preferred,Coordinator
367,21326,1992,Available,Coordinator
368,10095,1883,Available,Coordinator
369,3216,1657,Preferred,Manager
370,705,1415,Preferred,Manager
371,705,1508,Available,Coordinator
372,3216,1670,Available,Coordinator
373,8285,1599,Preferred,Coordinator
374,10095,1657,Available,Coordinator
375,14575,1516,Available,Coordinator
376,10095,1637,Preferred,Manager
377,10095,1619,Available,Manager
378,10095,1715,Available,Manager
379,2611,1681,Preferred,Manager
380,2611,1632,Available,Manager
381,18781,1556,Preferred,Manager
382,3560,1621,Preferred,Manager
383,3560,1691,Available,Coordinator
384,14171,1891,Preferred,Manager
385,12025,1855,Available,Coordinator
386,14575,1690,Preferred,Coordinator
387,8699,1814,Preferred,Manager
388,9701,1825,Preferred,Coordinator
389,9701,1746,Available,Coordinator
390,6468,1738,Preferred,Coordinator
391,8699,1869,Available,Manager
392,22286,1773,Available,Coordinator
393,14248,1806,Preferred,Manager
394,16275,1921,Available,Coordinator
395,3216,1940,Available,Coordinator
396,16320,1966,Available,Manager
397,16320,2099,Available,Manager
398,19307,1726,Preferred,Manager
399,16885,1895,Available,\N
400,16885,1898,Available,Coordinator
401,14575,1893,Preferred,Manager
402,10443,1946,Preferred,Coordinator
403,21787,1952,Available,Coordinator
404,6530,1978,Available,Manager
405,6530,2010,Available,Manager
406,6530,2012,Available,Manager
407,11784,1625,Available,Coordinator
408,11784,1929,Available,Coordinator
409,11784,1960,Available,Coordinator
410,21787,1946,Available,Coordinator
411,2611,1827,Available,Manager
412,7049,1952,Preferred,Coordinator
413,23914,2016,Preferred,Coordinator
414,16109,1953,Available,Coordinator
415,16109,1893,Available,Coordinator
416,14575,2091,Available,Manager
417,19307,1973,Available,Manager
418,17920,2181,Available,Manager
419,10095,2178,Available,Manager
420,13188,1929,Available,Coordinator
421,19307,2030,Available,Manager
422,21365,1943,Available,Coordinator
423,21365,1810,Available,Coordinator
424,3043,1910,Available,Manager
425,21365,1625,Available,Coordinator
426,21365,1946,Available,Coordinator
427,3043,1959,Available,Manager
428,2611,1942,Available,Manager
429,2003,1992,Available,Manager
430,12212,2013,Available,Manager
431,19615,1978,Available,Coordinator
432,19615,2010,Available,Coordinator
433,19615,2020,Available,Coordinator
434,19615,2012,Available,Coordinator
435,22286,1910,Available,Coordinator
436,12025,2013,Available,\N
437,12025,1770,Available,Coordinator
438,22094,1883,Available,Coordinator
439,2611,1909,Available,Manager
440,25616,2268,Preferred,\N
441,21338,1827,Available,Coordinator
442,23485,2015,Preferred,Manager
443,24153,2016,Preferred,Coordinator
444,3560,1827,Preferred,Manager
445,3560,1994,Preferred,Manager
446,2496,2078,Preferred,Coordinator
447,23080,1626,Available,Coordinator
448,23080,2078,Available,Coordinator
449,22194,1887,Available,Coordinator
450,23946,2099,Preferred,Coordinator
451,17148,2065,Preferred,Coordinator
452,23080,2102,Available,Coordinator
453,16352,2203,Preferred,Coordinator
454,14113,2136,Preferred,Coordinator
455,8662,1905,Available,Manager
456,8662,1906,Available,Manager
457,3043,2000,Available,Manager
458,12871,1945,Available,Manager
459,1256,2026,Preferred,Coordinator
460,2003,2026,Available,Manager
461,3260,1924,Preferred,Manager
462,12871,2067,Available,Manager
463,2003,2025,Available,Manager
464,3043,2101,Available,Manager
465,3260,2088,Available,Coordinator
466,21326,2025,Available,Coordinator
467,21326,1994,Available,Coordinator
468,21326,2039,Available,Coordinator
469,7203,2000,Preferred,Manager
470,10443,2000,Available,Coordinator
471,10443,1999,Available,Coordinator
472,6530,1964,Available,Manager
473,6530,1965,Available,Manager
474,6530,2046,Available,Manager
475,6530,1856,Available,Coordinator
476,17592,1924,Preferred,Coordinator
477,2611,1838,Available,Manager
478,3560,1838,Preferred,Manager
479,21365,2088,Available,Coordinator
480,21365,1999,Available,Coordinator
481,21365,2124,Preferred,Coordinator
482,8099,2124,Preferred,Manager
483,19022,2096,Available,Coordinator
484,19022,2092,Available,Coordinator
485,8546,1999,Preferred,Coordinator
486,7804,1783,Preferred,Coordinator
487,13084,2028,Preferred,Coordinator
488,13084,2086,Preferred,Coordinator
489,9701,1945,Available,Coordinator
490,9701,2096,Available,Manager
491,20049,2132,Preferred,Coordinator
492,14699,2024,Preferred,Manager
493,2611,2026,Available,Manager
494,2611,1996,Available,Manager
495,2611,2025,Available,Manager
496,22094,2067,Available,Coordinator
497,6221,1965,Preferred,Coordinator
498,8976,2057,Preferred,Manager
499,21523,2057,Available,Coordinator
500,10095,2093,Available,Manager
501,10095,2094,Preferred,Manager
502,10095,2095,Available,Manager
503,10095,2096,Available,Manager
504,156,1924,Available,Coordinator
505,7804,1838,Available,Coordinator
506,2496,2095,Preferred,Coordinator
507,22310,1790,Preferred,Manager
508,22310,2103,Available,Manager
509,16885,1964,Preferred,Coordinator
510,13831,2143,Preferred,Manager
511,13831,2134,Available,Manager
512,19961,2143,Preferred,Manager
513,16352,1871,Available,Manager
514,16352,2143,Available,Coordinator
515,16142,2134,Preferred,Coordinator
516,22094,1960,Available,\N
517,14113,2134,Preferred,Coordinator
518,14113,2084,Preferred,Coordinator
519,24085,2036,Available,Manager
520,16320,2139,Available,Manager
521,16320,1984,Available,Manager
522,7033,2217,Preferred,Coordinator
523,17759,2136,Preferred,Coordinator
524,14991,2132,Available,Coordinator
525,14991,2080,Preferred,Manager
526,22560,2102,Preferred,Coordinator
527,23640,2134,Available,Coordinator
528,22920,2122,Available,Coordinator
529,22920,1906,Available,Coordinator
530,21093,2061,Available,Coordinator
531,14087,2154,Preferred,Manager
532,8099,2028,Available,Manager
533,14699,2063,Available,Manager
534,12948,2048,Preferred,Manager
535,20883,1886,Available,Coordinator
536,20883,2080,Preferred,Manager
537,16822,2080,Available,Coordinator
538,12025,2108,Preferred,Coordinator
539,12025,2047,Preferred,Coordinator
540,21523,2106,Preferred,Manager
541,7033,2234,Available,Coordinator
542,20049,1886,Available,Coordinator
543,12025,2171,Available,Coordinator
544,23369,2127,Available,Coordinator
545,16822,2005,Available,\N
546,1256,2190,Preferred,Coordinator
547,9143,1579,Available,Coordinator
548,21326,1733,Available,Coordinator
549,14699,1732,Available,Coordinator
550,14575,1896,Preferred,Coordinator
551,20259,1706,Available,Coordinator
552,21338,1793,Preferred,Coordinator
553,21093,1979,Preferred,Manager
554,13427,1443,Available,Coordinator
555,13427,1536,Available,Coordinator
556,2611,1878,Available,Manager
557,19022,1750,Available,Coordinator
558,19081,1872,Preferred,Coordinator
559,21093,1725,Preferred,Coordinator
560,21093,1727,Preferred,Coordinator
561,12025,2001,Available,Coordinator
562,14113,1852,Available,Coordinator
563,14113,1888,Available,Coordinator
564,9701,1959,Available,Manager
565,14699,1734,Preferred,Manager
566,8099,1946,Available,Manager
567,8099,1943,Available,Manager
568,1041,2022,Available,Manager
569,1041,1990,Available,Manager
570,21787,2042,Preferred,Coordinator
571,21365,2040,Available,Coordinator
572,8546,2067,Preferred,Coordinator
573,9701,2067,Available,Coordinator
574,22094,2040,Available,Coordinator
575,9143,1831,Available,Manager
576,24583,2140,Preferred,Coordinator
577,14615,2003,Available,Manager
578,6349,2178,Available,Coordinator
579,17759,1886,Preferred,Coordinator
580,22920,2105,Preferred,Coordinator
581,17759,2005,Available,Coordinator
582,7804,2150,Available,Coordinator
583,7804,2151,Available,Coordinator
584,6349,2142,Available,Coordinator
585,22920,1790,Preferred,Coordinator
586,23653,2101,Preferred,Coordinator
587,21623,2187,Available,Coordinator
588,16320,1886,Available,Coordinator
589,18338,1887,Available,Coordinator
590,16885,2173,Available,Coordinator
591,705,2092,Available,Coordinator
592,21623,2003,Preferred,Coordinator
593,14534,2164,Preferred,Manager
594,21623,2186,Preferred,Coordinator
595,705,2177,Available,Coordinator
596,21093,2169,Preferred,Manager
597,21093,2170,Preferred,Manager
598,21093,2171,Preferred,Manager
599,21093,2172,Preferred,Manager
600,14998,2080,Preferred,Manager
601,21644,2070,Preferred,Coordinator
602,3216,2044,Available,Coordinator
603,17148,2081,Available,Coordinator
604,12871,2102,Preferred,Manager
605,12871,2127,Available,Manager
606,2611,2190,Available,Manager
607,2611,2156,Available,Manager
608,3260,2188,Preferred,Manager
609,3260,2182,Available,Manager
610,3260,2178,Available,Manager
611,21365,2188,Available,Coordinator
612,21365,2178,Available,Coordinator
613,8099,2168,Available,Coordinator
614,22222,2075,Preferred,Coordinator
615,22222,2076,Preferred,Coordinator
616,23640,2080,Preferred,Coordinator
617,16822,2084,Available,Coordinator
618,22920,1949,Available,Coordinator
619,18460,2166,Available,Coordinator
620,9497,1783,Preferred,Coordinator
621,9497,2188,Preferred,Coordinator
622,10095,2064,Preferred,Manager
623,10095,1925,Available,Manager
624,8546,2027,Preferred,Coordinator
625,8546,2165,Preferred,Coordinator
626,8546,1925,Preferred,Coordinator
627,14087,1887,Preferred,Coordinator
628,8802,2070,Preferred,Coordinator
629,8802,1783,Available,Coordinator
630,8802,2158,Available,Coordinator
631,8802,2162,Available,Coordinator
632,7033,1979,Preferred,Coordinator
633,20259,2145,Preferred,Coordinator
634,20259,2070,Available,Coordinator
635,20259,2161,Available,Coordinator
636,20259,2158,Available,Coordinator
637,20259,2063,Preferred,Coordinator
638,23080,1926,Preferred,Coordinator
639,16275,2201,Available,Manager
640,16275,2199,Available,Coordinator
641,21623,2201,Available,Coordinator
642,16822,2201,Available,Coordinator
643,14991,2229,Available,Manager
644,21365,2126,Available,Coordinator
645,11469,2188,Preferred,Coordinator
646,2611,2150,Available,Manager
647,14113,2181,Preferred,Coordinator
648,1041,1839,Available,Coordinator
649,1041,2150,Available,Coordinator
650,19615,1885,Preferred,Manager
651,24311,2153,Available,Coordinator
652,24153,2153,Available,Coordinator
653,24153,2196,Available,Manager
654,24153,2018,Available,Coordinator
655,24153,2198,Available,Manager
656,14807,2208,Preferred,Coordinator
657,21093,1653,Preferred,Coordinator
658,21093,2207,Preferred,Manager
659,19885,2203,Available,Coordinator
660,12129,2185,Available,Manager
661,14991,2180,Available,Manager
662,14991,2208,Available,Manager
663,14991,2200,Preferred,Manager
664,14991,2199,Preferred,Manager
665,14991,2081,Preferred,Manager
666,14991,2203,Available,Manager
667,9357,2064,Preferred,Coordinator
668,25106,2196,Available,Manager
669,438,2006,Available,Coordinator
670,2611,2137,Available,Coordinator
671,16275,2222,Available,Coordinator
672,16822,2226,Available,Coordinator
673,21093,2238,Preferred,Manager
674,21093,2235,Preferred,Manager
675,21093,2236,Preferred,Manager
676,12025,2254,Preferred,Coordinator
677,2003,2216,Available,Manager
678,16822,2229,Available,Coordinator
679,11469,2166,Preferred,Manager
680,11469,2231,Preferred,Manager
681,11469,2243,Preferred,Manager
682,11469,2230,Preferred,Manager
683,18460,2248,Available,Coordinator
684,11893,1961,Preferred,Coordinator
685,12025,2253,Available,Coordinator
686,23080,1928,Available,Coordinator
687,22560,2245,Preferred,Coordinator
688,12871,2278,Available,Manager
689,13831,2226,Available,Manager
690,7033,2253,Preferred,Coordinator
691,7033,2174,Available,Coordinator
692,6468,2245,Preferred,Manager
693,21623,2266,Preferred,Coordinator
694,705,2241,Available,Manager
695,12948,2269,Preferred,Manager
696,438,2007,Available,Manager
697,438,2008,Available,Manager
698,16822,2265,Available,Coordinator
699,9497,2230,Preferred,Coordinator
700,22310,2204,Available,Manager
701,22310,2155,Available,Manager
702,17920,2265,Preferred,Manager
703,16320,2372,Preferred,Manager
704,16142,2276,Preferred,Coordinator
705,19615,2105,Preferred,Coordinator
706,19615,2253,Available,Manager
707,19615,2155,Available,Manager
708,14699,2231,Preferred,Coordinator
709,9701,2144,Preferred,Manager
710,9701,2192,Available,Manager
711,8546,2243,Preferred,Coordinator
712,8546,2087,Preferred,Coordinator
713,8546,1926,Available,Coordinator
714,8546,2250,Available,Coordinator
715,23080,2247,Available,Coordinator
716,23080,2249,Available,Coordinator
717,23080,2251,Available,Coordinator
718,17759,2266,Available,Coordinator
719,22094,2144,Preferred,Coordinator
720,16320,2081,Preferred,Manager
721,16320,2271,Preferred,Manager
722,16320,2256,Preferred,Coordinator
723,8285,1633,Available,Coordinator
724,8285,1600,Available,Coordinator
725,8546,1692,Preferred,Coordinator
726,8546,1501,Available,Coordinator
727,3043,1501,Available,Manager
728,3043,1549,Available,Manager
729,3043,1692,Available,Manager
730,1291,1619,Preferred,Manager
731,2003,1606,Available,Manager
732,2003,1579,Available,Manager
733,2496,1549,Preferred,Manager
734,8099,1501,Available,Manager
735,8099,1620,Available,Manager
736,8099,1681,Available,Manager
737,19022,1633,Preferred,Coordinator
738,19022,1606,Preferred,Coordinator
739,19022,1591,Available,Coordinator
740,11784,1501,Preferred,Coordinator
741,11784,1549,Available,Coordinator
742,11784,1620,Available,Coordinator
743,1256,1934,Preferred,Coordinator
744,10443,1761,Preferred,Coordinator
745,10443,1639,Available,Coordinator
746,10095,1656,Preferred,Manager
747,10095,1593,Available,Manager
748,14575,1512,Available,Coordinator
749,10443,1640,Available,Coordinator
750,7049,1939,Preferred,Coordinator
751,8662,1904,Available,Manager
752,12025,1894,Available,Coordinator
753,15099,1913,Available,Coordinator
754,12795,2009,Available,Manager
755,12795,1804,Available,Manager
756,18867,1852,Available,Coordinator
757,19307,1971,Available,Manager
758,21093,1975,Preferred,Coordinator
759,8662,1903,Available,Manager
760,8662,1998,Available,Manager
761,8662,2011,Available,Manager
762,16885,2035,Available,Coordinator
763,23080,2067,Available,Coordinator
764,16320,1852,Available,Coordinator
765,16320,2074,Preferred,Manager
766,13234,2045,Preferred,Manager
767,13234,2058,Available,Manager
768,8662,2061,Preferred,Manager
769,21523,1974,Preferred,Coordinator
770,21523,1976,Preferred,Coordinator
771,13831,2065,Preferred,Manager
772,19307,1970,Preferred,Coordinator
773,20259,1960,Available,\N
774,20259,1996,Available,Coordinator
775,20259,1994,Available,Coordinator
776,20259,2095,Available,Coordinator
777,20259,2024,Preferred,Coordinator
778,23080,2125,Available,Coordinator
779,14575,2092,Available,Manager
780,19615,1906,Available,Coordinator
781,19615,2103,Available,Coordinator
782,16780,2364,Preferred,Coordinator
783,22194,1983,Available,Coordinator
784,15099,2143,Available,Manager
785,24583,1984,Preferred,\N
786,24583,2123,Available,Coordinator
787,15099,1886,Available,Coordinator
788,24583,2060,Available,Coordinator
789,14113,2060,Available,Coordinator
790,14113,2081,Preferred,Coordinator
791,16320,2136,Available,Manager
792,16780,2132,Preferred,Coordinator
793,23080,2161,Available,Coordinator
794,23080,2165,Preferred,Coordinator
795,19615,2104,Preferred,Manager
796,19615,2107,Preferred,Manager
797,19615,2108,Preferred,Manager
798,12948,2174,Preferred,Manager
799,10095,2190,Available,Manager
800,6468,2189,Available,Coordinator
801,6468,2197,Preferred,Manager
802,14699,2197,Preferred,Coordinator
803,25616,2328,Preferred,Coordinator
804,21623,2181,Available,Coordinator
805,23369,2156,Available,Coordinator
806,21093,2206,Preferred,Manager
807,21623,2200,Available,Coordinator
808,14991,2085,Preferred,Manager
809,11893,2144,Preferred,Coordinator
810,14699,1840,Available,Manager
811,21326,2231,Available,Coordinator
812,18804,2271,Available,Coordinator
813,22194,2276,Preferred,\N
814,22194,2060,Available,Coordinator
815,22194,2081,Available,Coordinator
816,10443,2087,Available,Coordinator
817,10443,2086,Available,Coordinator
818,1256,2160,Preferred,Manager
819,8285,2216,Available,Manager
820,14072,2276,Available,Manager
821,14072,2081,Preferred,Manager
822,7049,2251,Preferred,Manager
823,20475,2229,Preferred,Coordinator
824,20475,2060,Preferred,Coordinator
825,8099,2242,Available,Manager
826,4808,2050,Available,Manager
827,21365,2251,Available,Coordinator
