82655,6
70973,6
36734,6
39706,6
11971,6
12637,6
36821,6
83508,6
81155,6
81285,6
83974,6
19899,6
83569,6
37268,6
86504,6
86528,6
77872,6
87012,6
87028,6
86803,6
86961,6
82792,6
83951,6
39924,6
70400,6
87590,6
68593,6
24076,6
72432,6
84306,6
85715,6
87933,6
88853,6
84358,6
88975,6
46093,6
78325,6
81337,6
89484,6
11784,6
84919,6
85223,6
88339,6
89350,6
67754,6
87967,6
17731,6
16366,6
81218,6
84943,6
90961,6
88296,6
82243,6
86889,6
92945,6
93038,6
93039,6
93040,6
20038,6
51183,6
93523,6
85119,6
93377,6
93802,6
92445,6
86468,6
93320,6
94111,6
94210,6
89221,6
92485,6
71460,6
68988,6
91614,6
95540,6
95590,6
94975,6
88096,6
79074,6
27389,6
89512,6
78102,6
94310,6
94603,6
58638,6
90073,6
84977,6
95017,6
92031,6
26114,6
95795,6
21126,6
95283,6
97668,6
81419,6
90309,6
86514,6
88132,6
99051,6
95768,6
94658,6
89374,6
99948,6
99663,6
99933,6
100422,6
95265,6
100490,6
65579,6
92360,6
100742,6
73118,6
100843,6
94861,6
100966,6
101020,6
101141,6
101311,6
24968,6
98046,6
89281,6
97403,6
98136,6
101773,6
101829,6
79141,6
94116,6
94248,6
102031,6
30417,6
83058,6
102581,6
96431,6
91422,6
93846,6
103037,6
103138,6
83601,6
102881,6
91448,6
102160,6
67539,6
78290,6
104173,6
104299,6
98722,6
100725,6
104594,6
96259,6
95537,6
104833,6
99297,6
99329,6
101858,6
95103,6
80685,6
101852,6
105317,6
20918,6
8285,6
96100,6
71726,6
56278,6
73840,6
98595,6
71583,6
106771,6
94309,6
103196,6
92188,6
69525,6
33991,6
70412,6
98503,6
101274,6
103689,6
705,8
12795,8
14197,8
15984,8
19885,8
25153,8
30157,8
32933,8
44742,8
48481,8
49711,8
58826,8
59779,8
27922,8
51010,8
69556,8
50370,8
8099,8
21332,8
72713,8
70776,8
57077,8
28659,8
74226,8
69873,8
26064,8
67581,8
75157,8
31770,8
58926,8
36701,8
37268,8
71939,8
69695,8
50234,8
82555,8
82655,8
67273,8
36734,8
12637,8
36821,8
83508,8
59157,8
73840,8
57431,8
86961,8
70224,8
82161,8
88975,8
89484,8
25374,8
57163,8
30650,8
19025,8
60067,8
57997,8
46226,8
88339,8
39706,8
84306,8
89350,8
87933,8
81218,8
72432,8
92945,8
93039,8
93038,8
93040,8
85119,8
94111,8
86889,8
84943,8
94210,8
41214,8
43969,8
88853,8
71460,8
94310,8
18315,8
20038,8
80685,8
82792,8
84977,8
82243,8
84358,8
97668,8
90309,8
99051,8
90961,8
89374,8
99663,8
78290,8
95265,8
95283,8
89281,8
68163,8
71593,8
92213,8
95768,8
86528,8
92162,8
94248,8
62225,8
83601,8
83569,8
102881,8
91422,8
104833,8
99297,8
94603,8
26114,8
71583,8
106771,8
79074,8
56278,8
14197,10
51010,10
69556,10
59779,10
32933,10
11469,10
44742,10
50370,10
17840,10
70802,10
15984,10
12795,10
62225,10
72713,10
79528,10
75157,10
82655,10
36734,10
86961,10
70224,10
84306,10
89484,10
25374,10
57431,10
57163,10
30650,10
19025,10
60067,10
57997,10
21332,10
72432,10
92945,10
85119,10
94210,10
89221,10
92485,10
36821,10
43969,10
88132,10
90961,10
99933,10
95768,10
86528,10
94248,10
95103,10
102881,10
49711,10
56278,10
94603,10
106771,10
94310,10
98503,10
